,Date,value,value,value,value,value,value,value,value,value,value,value
GICS Sector,,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
27,2000-02-08,19.863761825995013,22.663133919239044,14.075611345469952,9.885137524869707,40.230408087068675,18.017428604265053,15.197923853731991,38.360592567190835,15.109775202614921,10.348604154586791,9.599211160953228
28,2000-02-09,19.478630922057413,22.354211791259488,13.942241009462762,9.577579743332333,39.81544845931384,17.87069035321474,14.973021660980425,37.963603955142354,14.87275611218952,10.320130319595338,9.559403547873863
29,2000-02-10,19.56473410129547,21.824017604676687,13.70469025467281,9.873551686604818,38.82566070799925,18.120160798231762,14.80135192787438,39.381739454610006,14.81356292111533,10.593806900978088,9.399864315986633
30,2000-02-11,19.22731239145452,21.285813357771897,13.53788811189157,9.667463640371958,38.77687688263095,17.85160535822312,14.54734842609941,38.80274586774865,14.4949772414707,10.528924880027771,9.347784711764408
31,2000-02-14,19.11084670370275,21.223610662832492,13.528328980836603,9.822107745541466,38.38726763822594,18.05017590522766,14.701197588652896,38.685505388950816,14.631134016173226,10.467358961105347,9.438342782167288
32,2000-02-15,19.053811268372968,20.998115202275716,13.67577556465511,10.261142075061798,39.256339177793386,18.394336871802807,14.97619744037327,38.819888370377676,15.009434342384338,10.491222314834594,9.435286476061894
33,2000-02-16,18.916130922057413,20.737191819563144,13.380798058653319,10.377145455943214,38.62672300971284,18.78136478861173,14.892054205400902,39.74390781898888,14.839036555517287,10.40041136264801,9.415236335534315
34,2000-02-17,18.784988555041227,20.84783848902074,13.163883611007973,10.298574255572426,38.16080309420216,20.18895374238491,15.023771259868354,40.95786459591924,14.834891682579403,10.296263546943665,9.333620438208946
35,2000-02-18,18.644438667730853,19.97274149336466,12.958109911669183,10.008683456314934,36.97258894297541,19.84004357208808,14.698411263917622,39.87373589009655,14.431722203890482,9.983007712364197,9.200859821759737
36,2000-02-22,18.512832273136485,19.75064013934717,13.07122537686869,9.95401516225603,36.49782001242346,19.1377127841115,14.802265238343624,39.93971061341617,14.745690158435277,10.058233895301818,9.138465569569515
37,2000-02-23,19.407307933677327,20.178758408965134,12.927713570771393,9.753476440906525,36.283680010815054,19.930265595515568,14.755011471739987,41.48530451253969,14.417605820156279,10.1014936876297,9.012544494408827
38,2000-02-24,18.839508842338216,20.662786149397128,12.637922654825228,9.738088217046526,35.586510548786244,20.1061023324728,14.63227841728612,43.09901980477937,13.909546114149547,10.158490977287293,8.780354829934927
39,2000-02-25,18.03621380437504,20.72562305447532,12.440311055216524,9.538236180941263,35.3757849591119,20.533533170819283,14.536618243184005,42.16502395333076,13.73422322386787,10.256201601028442,8.674927418048565
40,2000-02-28,18.53684036840092,20.428842875288755,12.72441832224528,9.85556075308058,36.390977844900014,20.194288350641727,14.592210268765164,42.04075271377758,13.712011467842828,10.315732731819153,8.841442484122057
41,2000-02-29,19.079918644644998,20.976463272804168,12.785671307808823,10.238597565227085,37.08053917544229,20.822351550062496,14.574351858674435,43.95731909056099,13.693713131405058,10.726677961349488,8.759468500430767
42,2000-03-01,19.588369152762674,21.90379888400799,12.727500115003851,10.53580810626348,37.47576283922001,20.471944560607273,14.692152523157889,44.18518266264273,13.653102585247584,10.875746760368347,8.674515063946064
43,2000-03-02,19.535535508936103,22.750276464514616,12.669267544039974,10.924601720439064,36.96895589390579,20.004190117120743,14.587030453640118,43.15072050994756,13.50971698193323,11.029339971542358,8.774014693040113
44,2000-03-03,20.243950562043622,23.35500572585478,12.886795750370732,10.740833898385366,37.375473404417235,20.637652590870857,14.907756062976102,44.64097800546763,13.966922016370864,11.258142991065979,8.810061124654917
45,2000-03-06,19.459518443454396,25.492604814651536,12.625513048911536,10.75870038403405,36.67129409313202,21.396607875823975,14.948575710611683,44.832648808858835,13.52249528680529,11.18267068386078,8.366578276340778
46,2000-03-07,19.44885389371352,23.479045675295154,11.613468670458705,11.502393371529049,35.481566485093566,20.412939948340256,14.224193882523922,43.983554680736695,13.193075304939633,11.105913496017456,8.321046810883741
47,2000-03-08,19.700403468175367,24.842952129317492,11.784423027601507,11.130369557274712,35.44342332956742,20.239962987601757,14.449361695532213,43.59550922135917,13.35880185876574,11.397353229522706,8.321302982477041
